city,country,lat,lng
Linhai,China,28.85,121.1167
Perm,Russia,58.0,56.3167
Shubrā al Khaymah,Egypt,30.1286,31.2422
Monrovia,Liberia,6.3133,-10.8014
Islamabad,Pakistan,33.6931,73.0639
Xinyi,China,22.3549,110.9468
Thủ Đức,Vietnam,10.8266,106.7609
Āqchah,Afghanistan,36.9114,66.1858
Odesa,Ukraine,46.492,30.7081
Raipur,India,21.2444,81.6306
Namangan,Uzbekistan,41.0011,71.6683
Changwon,"Korea, South",35.2708,128.6631
Arequipa,Peru,-16.3989,-71.5369
Tshikapa,Congo (Kinshasa),-6.4167,20.8
Volgograd,Russia,48.7086,44.5147
Morelia,Mexico,19.7683,-101.1894
Kota,India,25.18,75.83
Quetta,Pakistan,30.1833,67.0
Oklahoma City,United States,35.4676,-97.5136
Domaa-Ahenkro,Ghana,7.2739,-2.8735
Bareilly,India,28.3667,79.4306
Liaoyuan,China,42.888,125.1447
Stockholm,Sweden,59.3275,18.0547
Bordeaux,France,44.84,-0.58
Taixing,China,32.159,120.029
Lilongwe,Malawi,-13.9669,33.7873
Port-au-Prince,Haiti,18.5425,-72.3386
Esenyurt,Turkey,41.0342,28.68
Pekanbaru,Indonesia,0.5092,101.4453
Bogor,Indonesia,-6.5966,106.7972
Ciudad Guayana,Venezuela,8.3667,-62.65
Chiba,Japan,35.6073,140.1064
Kirkuk,Iraq,35.4667,44.4
Shuizhai,China,33.4658,114.8753
Qianxi,China,27.0087,106.0323
Hartford,United States,41.7661,-72.6834
Dnipro,Ukraine,48.4675,35.04
Baishan,China,41.944,126.4147
Nārāyanganj,Bangladesh,23.6167,90.5
Gqeberha,South Africa,-33.9581,25.6
Huilong,China,31.87,121.703
Málaga,Spain,36.7194,-4.42
Marrakech,Morocco,31.63,-8.0089
Louisville,United States,38.1663,-85.6485
Cebu City,Philippines,10.32,123.75
Asmara,Eritrea,15.3358,38.9411
Coimbatore,India,11.0008,76.9633
Maceió,Brazil,-9.6658,-35.735
Nada,China,19.5209,109.5808
Fangchenggang,China,21.6867,108.3547
Solāpur,India,17.68,75.92
Freetown,Sierra Leone,8.4833,-13.2331
Kaiyuan,China,36.0193,113.86
Buffalo,United States,42.9018,-78.8487
Santo Domingo Este,Dominican Republic,18.4855,-69.8734
Vientiane,Laos,17.98,102.63
Kermānshāh,Iran,34.3369,47.0911
Kibanseke Première,Congo (Kinshasa),-4.4419,15.395
Seberang Jaya,Malaysia,5.3909,100.4104
Sale,Morocco,34.0333,-6.8
Hubli,India,15.3502,75.1376
El Alto,Bolivia,-16.5047,-68.1633
Çankaya,Turkey,39.9244,32.8856
Hwasu-dong,"Korea, South",37.1997,126.8314
Yingcheng,China,24.21,113.401
Fort Worth,United States,32.7817,-97.3474
Setagaya,Japan,35.6466,139.6532
Keçiören,Turkey,40.0,32.8667
Luocheng,China,22.7689,111.5697
Jerusalem,Israel,31.7789,35.2256
Khartoum North,Sudan,15.6333,32.6333
Meishan,China,34.167,112.844
Mushin,Nigeria,6.5333,3.35
Trujillo,Peru,-8.112,-79.0288
Kitakyūshū,Japan,33.8833,130.8833
Aguascalientes,Mexico,21.876,-102.296
Khulna,Bangladesh,22.8167,89.55
Chihuahua,Mexico,28.6369,-106.0769
Bridgeport,United States,41.1918,-73.1954
Xin’an,China,34.286,118.355
Mysore,India,12.3086,76.6531
Kashgar,China,39.4681,75.9938
Sŏngnam,"Korea, South",37.4333,127.15
New Orleans,United States,30.0687,-89.9288
Trichinopoly,India,10.7903,78.7047
Cartagena,Colombia,10.4,-75.5
Qingzhou,China,36.6853,118.4796
Naples,Italy,40.8358,14.2486
Santiago del Estero,Argentina,-27.7833,-64.2667
Naucalpan de Juárez,Mexico,19.4753,-99.2378
Masbate,Philippines,12.27,123.58
Owerri,Nigeria,5.485,7.035
Taishan,China,22.252,112.794
Jiaozhou,China,36.2647,120.0334
Wuchuan,China,21.441,110.779
Wafangdian,China,39.6271,121.9796
La Plata,Argentina,-34.9211,-57.9544
Bobo-Dioulasso,Burkina Faso,11.1833,-4.2833
Ad Dammām,Saudi Arabia,26.4333,50.1
Hanchuan,China,30.6667,113.8333
Quzhou,China,28.9702,118.8593
Donetsk,Ukraine,48.0028,37.8053
Ashmūn,Egypt,30.2974,30.9764
Bunia,Congo (Kinshasa),1.5667,30.25
Wuchang,China,44.924,127.158
São Gonçalo,Brazil,-22.8269,-43.0539
Hengzhou,China,22.6799,109.2614
Feicheng,China,36.1861,116.7719
Bucaramanga,Colombia,7.1333,-73.0
Cazenga,Angola,-8.8214,13.2911
Mérida,Mexico,20.9667,-89.6167
Hegang,China,47.3501,130.298
Osmangazi,Turkey,40.1983,29.06
Morādābād,India,28.8319,78.7764
Bangui,Central African Republic,4.3733,18.5628
Abeokuta,Nigeria,7.1608,3.3483
Cancún,Mexico,21.1606,-86.8475
Zaoyang,China,32.129,112.772
Dongtai,China,32.795,120.519
Antipolo,Philippines,14.5842,121.1763
Taguig City,Philippines,14.52,121.05
Tabūk,Saudi Arabia,28.3972,36.5789
Xishan,China,27.6461,113.497
Zhoushan,China,29.9856,122.2074
Panama City,Panama,8.9711,-79.5347
Tucson,United States,32.1541,-110.8787
Yichun,China,47.728,128.841
As Sulaymānīyah,Iraq,35.55,45.4333
Klang,Malaysia,3.0223,101.5481
Tiruppūr,India,11.1085,77.3411
Marseille,France,43.2964,5.37
Gurgaon,India,28.456,77.029
Yangchun,China,22.1704,111.7916
Ar Ramādī,Iraq,33.4258,43.2992
Hai’an,China,32.535,120.563
Jalandhar,India,31.326,75.5762
Daye,China,30.0961,114.9804
Zhongxiang,China,31.168,112.588
Gaomi,China,36.3833,119.75
Teresina,Brazil,-5.0903,-42.8167
Lhasa,China,29.6534,91.1719
Ipoh,Malaysia,4.6,101.065
Saltillo,Mexico,25.4231,-100.9919
Aden,Yemen,12.8,45.0333
El Paso,United States,31.8476,-106.43
Gongzhuling,China,43.5053,124.8224
Lianyuan,China,27.692,111.664
Ikeja,Nigeria,6.6,3.35
Tyumen,Russia,57.15,65.5333
Cochabamba,Bolivia,-17.3883,-66.1597
Portsmouth,United Kingdom,50.8058,-1.0872
Southampton,United Kingdom,50.9025,-1.4042
Hermosillo,Mexico,29.0989,-110.9542
Cheongju,"Korea, South",36.6333,127.4833
Shache,China,38.4261,77.25
Thanh Hóa,Vietnam,19.8075,105.7764
Macheng,China,31.173,115.008
Akure,Nigeria,7.25,5.195
Ilorin,Nigeria,8.5,4.55
Erbil,Iraq,36.1911,44.0094
Kathmandu,Nepal,27.71,85.32
Turin,Italy,45.0792,7.6761
Anqiu,China,36.478,119.219
Yuci,China,37.6823,112.7281
Dehui,China,44.535,125.703
Pietermaritzburg,South Africa,-29.6167,30.3833
Durban,South Africa,-29.8833,31.05
Saratov,Russia,51.53,46.035
Bhubaneshwar,India,20.27,85.84
Yushu,China,44.826,126.55
João Pessoa,Brazil,-7.12,-34.88
Samarinda,Indonesia,-0.5,117.1378
Omaha,United States,41.2627,-96.0529
Qingping,China,34.539,113.391
Rongjiawan,China,29.15,113.1024
Weichanglu,China,37.1792,119.9333
Sakai,Japan,34.5733,135.4831
Eskişehir,Turkey,39.7767,30.5206
Renqiu,China,38.686,116.084
Wutong,China,30.6333,120.5333
Barcelona,Venezuela,10.1403,-64.6833
Wu’an,China,36.697,114.204
São Bernardo do Campo,Brazil,-23.6939,-46.565
McAllen,United States,26.2252,-98.2467
Narela,India,28.85,77.1
Bhayandar,India,19.29,72.85
Culiacán,Mexico,24.8069,-107.3939
N’Djamena,Chad,12.1053,15.0447
Xiashi,China,30.5333,120.6833
Cúcuta,Colombia,7.8942,-72.5039
Danyang,China,32.0,119.586
Dongyang,China,29.2667,120.2167
Kraków,Poland,50.0614,19.9372
Oran,Algeria,35.6969,-0.6331
Pasig City,Philippines,14.5605,121.0765
Thessaloníki,Greece,40.6403,22.9356
Blantyre,Malawi,-15.7861,35.0058
Palermo,Colombia,2.8917,-75.4375
Qamdo,China,31.143,97.17
Karīmnagar,India,18.4386,79.1288
Libreville,Gabon,0.3901,9.4544
Hejian,China,38.4466,116.0995
Seyhan,Turkey,36.9831,35.3328
Laiyang,China,36.9758,120.7136
Querétaro,Mexico,20.5875,-100.3928
Wuxi,China,26.58,111.841
Yiyang,China,26.4221,112.3999
Niigata,Japan,37.9161,139.0364
Vinh,Vietnam,18.6667,105.6667
Puxi,China,35.2125,114.735
Hempstead,United States,40.6629,-73.6089
Hamamatsu,Japan,34.7108,137.7275
Zijinglu,China,34.7667,112.9667
Kumila,Pakistan,35.25,73.5
Xingyi,China,25.092,104.8955
Xingcheng,China,24.1347,115.73
Birmingham,United States,33.5279,-86.7971
Ailan Mubage,China,43.908,81.2777
Lubango,Angola,-14.9167,13.5
Frankfurt,Germany,50.1106,8.6822
Homs,Syria,34.7319,36.7181
Bilbao,Spain,43.2569,-2.9236
San Luis Potosí,Mexico,22.1511,-100.9761
Bucheon,"Korea, South",37.5,126.7833
Fuyang,China,30.0553,119.95
Korla,China,41.7259,86.1746
Khŭjand,Tajikistan,40.2833,69.6333
Hamhŭng,"Korea, North",39.9167,127.5333
Erzurum,Turkey,39.9086,41.2769
Albuquerque,United States,35.1054,-106.6465
Zagreb,Croatia,45.8131,15.9772
Al ‘Ayn,United Arab Emirates,24.2075,55.7447
Dodoma,Tanzania,-6.1731,35.7419
Pikine,Senegal,14.744,-17.4021
Patiāla,India,30.34,76.38
Bahawalpur,Pakistan,29.3956,71.6836
Qingnian,China,36.8494,115.7061
Sanhe,China,40.0167,117.0833
Kaduna,Nigeria,10.5167,7.4333
Winnipeg,Canada,49.8844,-97.1464
Baardheere,Somalia,2.3447,42.2764
Shīshgarh,India,28.72,79.32
Leping,China,28.978,117.152
Colombo,Sri Lanka,6.9167,79.8333
Nerima,Japan,35.7356,139.6517
Natal,Brazil,-5.795,-35.2089
Lichuan,China,30.291,108.9364
Pendik,Turkey,40.8747,29.235
Gdańsk,Poland,54.3475,18.6453
Licheng,China,31.4306,119.4788
Santo André,Brazil,-23.6533,-46.528
Andijon,Uzbekistan,40.7833,72.3333
Gaalkacyo,Somalia,6.7697,47.4308
Ōta-ku,Japan,35.5614,139.7161
Thiruvananthapuram,India,8.5241,76.9366
Nampula,Mozambique,-15.1167,39.2667
Zhuanghe,China,39.681,122.967
Kyaukse,Burma,21.6131,96.1303
Tulsa,United States,36.1283,-95.9042
Chengguan,China,35.4623,113.8054
Bağcılar,Turkey,41.0344,28.8564
Bouaké,Côte d’Ivoire,7.6833,-5.0331
Cabinda,Angola,-5.56,12.19
Kumamoto,Japan,32.8031,130.7078
Kermān,Iran,30.2625,57.0575
Lingbao Chengguanzhen,China,34.5176,110.8942
Orūmīyeh,Iran,37.5439,45.0647
Quebec City,Canada,46.8139,-71.2081
Taihe,China,30.871,105.388
Yanggok,"Korea, South",37.6333,127.2167
Zhongba,China,31.771,104.755
Osogbo,Nigeria,7.7667,4.5667
Sizhan,China,38.9846,106.3828
Suohe,China,34.7833,113.35
Xiangxiang,China,27.7186,112.5502
Hamilton,Canada,43.2567,-79.8692
Songyang,China,34.4553,113.0253
Cagayan de Oro,Philippines,8.48,124.65
Qian’an,China,39.999,118.701
Shuangqiao,China,35.067,112.602
Chaohucun,China,31.6244,117.8902
Manama,Bahrain,26.2233,50.5875
Zouping,China,36.863,117.743
Charleston,United States,32.8168,-79.9687
Uvira,Congo (Kinshasa),-3.4,29.15
Durgāpur,India,23.55,87.32
An Najaf,Iraq,32.029,44.3396
Fresno,United States,36.783,-119.7939
Cencheng,China,22.9167,111.0
Umraniye,Turkey,41.0311,29.1081
Sorocaba,Brazil,-23.5019,-47.4578
Guli,China,28.9,120.0333
Sagamihara,Japan,35.5667,139.3667
Laixi,China,36.8667,120.5333
Okayama,Japan,34.65,133.9167
Concepción,Chile,-36.8282,-73.0514
San Pedro Sula,Honduras,15.5062,-88.0249
Mississauga,Canada,43.6,-79.65
Changsha,China,22.3773,112.6982
Lviv,Ukraine,49.8425,24.0322
Shihezi,China,44.3054,86.0804
Valenzuela,Philippines,14.7,120.98
Huambo,Angola,-12.7767,15.7347
Xichang,China,27.8944,102.2644
Guangshui,China,31.617,113.826
Zaporizhzhia,Ukraine,47.85,35.1175
Bhiwandi,India,19.2967,73.0631
Gaoyou,China,32.845,119.508
Chengxiang,China,31.564,121.174
Bhīlwāra,India,25.35,74.63
Oslo,Norway,59.9133,10.7389
George Town,Malaysia,5.4136,100.3294
Bristol,United Kingdom,51.4536,-2.5975
Zunhua,China,40.189,117.966
Sahāranpur,India,29.9639,77.5458
Yenimahalle,Turkey,39.9719,32.8119
Warangal,India,17.9689,79.5941
Nampo,"Korea, North",38.7356,125.4089
Dasmariñas,Philippines,14.33,120.94
Shiliguri,India,26.71,88.43
Boosaaso,Somalia,11.28,49.18
Parachinar,Pakistan,33.9,70.1
Latakia,Syria,35.54,35.78
Tongchuan,China,34.897,108.945
Xindi,China,29.827,113.476
Edogawa,Japan,35.7,139.8833
General Santos,Philippines,6.12,125.17
Ḩamāh,Syria,35.1503,36.73
Rochester,United States,43.168,-77.6162
Bauchi,Nigeria,10.5,10.0
Salem,India,11.65,78.15
Sinnūris,Egypt,29.4072,30.8667
Cocody,Côte d’Ivoire,5.3351,-4.0039
Lokoja,Nigeria,7.8019,6.7442
Guadalupe,Mexico,25.6775,-100.2597
Selçuklu,Turkey,37.8814,32.4922
Karbalā’,Iraq,32.6167,44.0333
Borvāyeh-ye Al Bū ‘Azīz,Iran,31.6283,48.6147
City of Parañaque,Philippines,14.5008,120.9915
Taihecun,China,45.771,131.003
Mamak,Turkey,39.9422,32.9231
Jianshe,China,34.2137,113.7629
Zaragoza,Spain,41.65,-0.8833
Shishi,China,24.7167,118.7
Shizuoka,Japan,34.9756,138.3828
Agege,Nigeria,6.6219,3.3258
Mar del Plata,Argentina,-38.0,-57.55
Adachi,Japan,35.7833,139.8
Pontianak,Indonesia,-0.0206,109.3414
Rasht,Iran,37.2744,49.5889
Xigazê,China,29.25,88.8833
Cotonou,Benin,6.3667,2.4333
Tasikmalaya,Indonesia,-7.3161,108.1975
Kochi,India,9.9312,76.2673
Soledad,Colombia,10.9167,-74.75
Shanhu,China,29.6,120.8167
Gothenburg,Sweden,57.7075,11.9675
Acapulco de Juárez,Mexico,16.8636,-99.8825
Gorakhpur,India,26.7637,83.4039
Bahār,Iran,34.9078,48.4394
Wrocław,Poland,51.11,17.0325
Murcia,Spain,37.9861,-1.1303
Pinghu,China,30.7,121.0167
Guankou,China,30.988,103.647
Łódź,Poland,51.7769,19.4547
Yatou,China,37.1653,122.4867
Denpasar,Indonesia,-8.6717,115.2339
Guntūr,India,16.3008,80.4428
Tolyatti,Russia,53.5089,49.4222
Dayton,United States,39.7805,-84.2003
Ch’ŏngjin,"Korea, North",41.7833,129.7667
Zhaodong,China,46.051,125.962
Puyang Chengguanzhen,China,35.7004,114.98
Bulawayo,Zimbabwe,-20.17,28.58
Aracaju,Brazil,-10.9111,-37.0717
Bacoor,Philippines,14.4624,120.9645
Rotterdam,Netherlands,51.92,4.48
Tlaquepaque,Mexico,20.6167,-103.3167
Villavicencio,Colombia,4.15,-73.6333
Campo Grande,Brazil,-20.4686,-54.6222
Jingcheng,China,32.009,120.263
Makhachkala,Russia,42.9825,47.505
Banjarmasin,Indonesia,-3.32,114.5925
Kitwe,Zambia,-12.8167,28.2
Catia La Mar,Venezuela,10.6,-67.0333
Nneyi-Umuleri,Nigeria,6.3333,6.8333
Al Hufūf,Saudi Arabia,25.3608,49.5997
Dali,China,25.6811,100.3003
Jalingo,Nigeria,8.9,11.3667
Sargodha,Pakistan,32.0836,72.6711
Karaikandi,India,24.8309,92.6143
Ch’ŏnan,"Korea, South",36.81,127.1475
Brampton,Canada,43.6833,-79.7667
Cape Coral,United States,26.6443,-81.9957
Haldwāni,India,29.22,79.52
Abomey-Calavi,Benin,6.4486,2.3556
Yıldırım,Turkey,40.11,29.0821
Dhūlia,India,20.8997,74.7697
Zhongshu,China,27.7919,106.4013
Durango,Mexico,24.025,-104.6675
Songzi,China,30.174,111.757
Tondo,Philippines,14.617,120.967
Dayrūţ,Egypt,27.5564,30.8106
Tlalnepantla,Mexico,19.5367,-99.1947
Xiping,China,25.6005,103.8166
Osasco,Brazil,-23.5328,-46.7919
Huế,Vietnam,16.4619,107.5955
San Jose del Monte,Philippines,14.8139,121.0453
Denizli,Turkey,37.7833,29.0964
Maturín,Venezuela,9.75,-63.183
Honchō,Japan,35.6946,139.9826
Wuxue,China,29.844,115.561
Bhāvnagar,India,21.76,72.15
Jinghong,China,22.009,100.797
Wugang,China,26.7266,110.6319
Sha Tin,Hong Kong,22.3802,114.1898
Provo,United States,40.2457,-111.6457
Chisinau,Moldova,47.0228,28.8353
Petaling Jaya,Malaysia,3.0833,101.65
Colorado Springs,United States,38.8674,-104.7605
Tallinn,Estonia,59.4372,24.7453
Noida,India,28.57,77.32
Las Palmas,Spain,28.1258,-15.4353
Mission Viejo,United States,33.6096,-117.6551
Bhāngar,India,22.58,88.42
Allentown,United States,40.5961,-75.4756
Benghazi,Libya,32.1167,20.0667
Chuxiong,China,25.033,101.5459
Düsseldorf,Germany,51.2256,6.7767
Palermo,Italy,38.1157,13.3613
Baton Rouge,United States,30.442,-91.1311
Makati City,Philippines,14.5567,121.0214
Ndola,Zambia,-12.9689,28.6325
Ţūkh,Egypt,30.3549,31.2011
Glasgow,United Kingdom,55.8611,-4.25
Bazal’tove,Ukraine,50.6765,26.16
Al Qaţīf,Saudi Arabia,26.5196,50.0115
Bhilai,India,21.21,81.38
Mangalore,India,12.8717,74.8425
Kaihua,China,23.387,104.233
Irkutsk,Russia,52.2892,104.28
Ogden,United States,41.2279,-111.9682
Meilan,China,19.999,110.403
Ansan,"Korea, South",37.3167,126.8333
Barnaul,Russia,53.3486,83.7764
Bazhou,China,39.1333,116.3833
Turpan,China,42.9512,89.1895
Jos,Nigeria,9.9167,8.8903
Langzhong,China,31.558,106.005
Qufu,China,35.5819,116.9862
Al Manşūrah,Egypt,31.05,31.3833
Tengyue,China,25.0167,98.4833
Leipzig,Germany,51.34,12.375
Ḩalwān,Egypt,29.8493,31.3327
Tân An,Vietnam,10.905,106.6994
Port-Bouët,Côte d’Ivoire,5.2568,-3.963
Izhevsk,Russia,56.8333,53.1833
Knoxville,United States,35.9692,-83.9496
Jurong,China,31.946,119.164
Arusha,Tanzania,-3.3667,36.6833
Bihtā,India,25.5619,84.87
Yuhuan,China,28.1277,121.2288
Khabarovsk,Russia,48.4833,135.0833
Etimesgut,Turkey,39.9458,32.6694
Changping,China,40.2248,116.1944
Chimalhuacán,Mexico,19.4131,-98.9839
Kandahār,Afghanistan,31.62,65.7158
Oujda-Angad,Morocco,34.6867,-1.9114
Ruiming,China,25.886,116.027
Serang,Indonesia,-6.12,106.1503
Ulyanovsk,Russia,54.3167,48.3667
Shenzhou,China,38.002,115.56
Jambi,Indonesia,-1.59,103.61
Hasanpur,India,28.72,78.28
Grand Rapids,United States,42.9619,-85.6562
Yukarıkaraman,Turkey,36.9167,30.6833
Kuantan,Malaysia,3.83,103.32
Gold Coast,Australia,-28.0167,153.4
Kawaguchi,Japan,35.8077,139.7241
Dashiqiao,China,40.6167,122.5167
Las Piñas City,Philippines,14.45,120.98
Cuttack,India,20.5236,85.7881
San Miguel de Tucumán,Argentina,-26.8167,-65.2167
Ar Rayyān,Qatar,25.25,51.4
Riga,Latvia,56.9475,24.1069
Columbia,United States,34.0378,-80.9036
Salīmpur,India,26.3,83.9167
Malanje,Angola,-9.5333,16.35
Kryvyi Rih,Ukraine,47.91,33.39
Djibouti,Djibouti,11.5944,43.1481
Zhuozhou,China,39.485,115.974
Tianchang,China,32.6811,119.0137
Albany,United States,42.6664,-73.7987
Bacolod,Philippines,10.6765,122.9509
Garoua,Cameroon,9.3,13.4
Bamenda,Cameroon,5.9614,10.1517
Bafoussam,Cameroon,5.4667,10.4167
Haifa,Israel,32.8192,34.9992
Raurkela,India,22.2492,84.8828
Tunis,Tunisia,36.8064,10.1817
Tumkūr,India,13.34,77.1
Balikpapan,Indonesia,-1.2768,116.8277
Somolu,Nigeria,6.5408,3.3872
Şanlıurfa,Turkey,37.1583,38.7917
Dortmund,Germany,51.5139,7.4653
Al Mukallā,Yemen,14.5333,49.1333
Xinji,China,37.943,115.218
Melikgazi,Turkey,38.7167,35.5
Kagoshima,Japan,31.5969,130.5572
Wenchang,China,31.0358,116.9367
Sihui,China,23.3265,112.7338
Irapuato,Mexico,20.6667,-101.35
Dublin,Ireland,53.3497,-6.2603
Al Maḩallah al Kubrá,Egypt,30.9667,31.1667
Sialkot City,Pakistan,32.4925,74.5311
Vladivostok,Russia,43.115,131.8853
Luocheng,China,30.99,104.25
Pereira,Colombia,4.8143,-75.6946
Gaza,Gaza Strip,31.5069,34.456
Reynosa,Mexico,26.0922,-98.2778
Zāhedān,Iran,29.5025,60.8558
Essen,Germany,51.4508,7.0131
Cimahi,Indonesia,-6.8712,107.5548
Wenlan,China,23.3961,103.3649
Itabashi,Japan,35.7667,139.6833
Shah Alam,Malaysia,3.0667,101.55
Suginami-ku,Japan,35.6994,139.6364
Jaboatão dos Guararapes,Brazil,-8.1128,-35.015
Vilnius,Lithuania,54.6872,25.28
Kingston,Jamaica,17.9714,-76.7931
Al Mafraq,Jordan,32.3399,36.2052
Aţ Ţā’if,Saudi Arabia,21.2667,40.4167
Port Sudan,Sudan,19.6158,37.2164
Nha Trang,Vietnam,12.245,109.1917
Tuxtla,Mexico,16.7528,-93.1167
Bakersfield,United States,35.3529,-119.0359
Dehra Dūn,India,30.345,78.029
Bremen,Germany,53.0758,8.8072
Fu’an,China,27.1,119.6333
Mymensingh,Bangladesh,24.7504,90.38
Hachiōji,Japan,35.6664,139.316
Iloilo,Philippines,10.72,122.57
Puente Alto,Chile,-33.6167,-70.5667
Botou,China,38.0833,116.5833
Rabat,Morocco,34.0209,-6.8416
Sincan,Turkey,39.9594,32.5767
Kabinda,Congo (Kinshasa),-6.13,24.48
Kottayam,India,9.5916,76.5222
Kahramanmaraş,Turkey,37.5833,36.9333
Shibīn al Qanāţir,Egypt,30.3127,31.3202
Tonalá,Mexico,20.6167,-103.2333
Abū Ḩummuş,Egypt,31.0931,30.3142
Irbid,Jordan,32.55,35.85
Jin’e,China,29.3394,105.2875
Macau,Macau,22.2006,113.5461
Xinxing,China,39.8667,124.15
Surrey,Canada,49.19,-122.8489
Yaroslavl,Russia,57.6167,39.85
Qionghu,China,28.945,112.598
Dresden,Germany,51.05,13.74
Xinmin,China,41.997,122.823
New Haven,United States,41.3113,-72.9246
Antwerp,Belgium,51.2178,4.4003
Kuiju,China,36.8667,119.4
Āsansol,India,23.68,86.99
Bokaro Steel City,India,23.67,86.15
Jieshou,China,33.257,115.3746
Bello,Colombia,6.3333,-75.5667
Kolhāpur,India,16.6917,74.2333
Wencheng,China,19.617,110.7551
Miluo Chengguanzhen,China,28.761,113.16
Lanxi,China,29.208,119.458
Zhenzhou,China,32.2723,119.1848
Des Moines,United States,41.5725,-93.6105
Nava Raipur,India,21.161,81.787
Gaizhou,China,40.4,122.35
Leling,China,37.73,117.232
Genoa,Italy,44.4072,8.934
Ensenada,Mexico,31.8578,-116.6058
Herāt,Afghanistan,34.3419,62.2031
Uyo,Nigeria,5.0333,7.9275
Hamadān,Iran,34.8064,48.5161
Chiclayo,Peru,-6.763,-79.8366
Surakarta,Indonesia,-7.5667,110.8167
Ajmer,India,26.4499,74.6399
Braunschweig,Germany,52.2667,10.5167
Nānded,India,19.15,77.3
Wuhai,China,39.655,106.794
Palma,Spain,39.5667,2.65
Rustenburg,South Africa,-25.6667,27.2428
Amrāvati,India,20.9258,77.7647
Lisbon,Portugal,38.7122,-9.134
Yanji,China,42.9,129.5
The Hague,Netherlands,52.08,4.31
Hannover,Germany,52.3667,9.7167
Sevastopol,Ukraine,44.605,33.5225
Palm Bay,United States,27.9631,-80.6593
Manchester,United Kingdom,53.479,-2.2452
Nellore,India,14.4431,79.9861
Poznań,Poland,52.4083,16.9336
Ibagué,Colombia,4.4333,-75.2333
Wancheng,China,18.8,110.4
Tomsk,Russia,56.5,84.9667
Sungai Petani,Malaysia,5.6497,100.4793
Xinshi,China,31.1333,113.1167
Kemerovo,Russia,55.3667,86.0667
Naberezhnyye Chelny,Russia,55.6833,52.3167
Valledupar,Colombia,10.4833,-73.25
Muntinlupa City,Philippines,14.38,121.05
K’ebrī Beyah,Ethiopia,9.0833,43.0833
Luofeng,China,37.359,120.396
Ghulja,China,43.9,81.35
Ixtapaluca,Mexico,19.3186,-98.8822
Fuding,China,27.2,120.2
Heroica Matamoros,Mexico,25.8797,-97.5042
Mbeya,Tanzania,-8.9,33.45
An Nāşirīyah,Iraq,31.0439,46.2575
Al Ḩillah,Iraq,32.4833,44.4333
Lingyuan,China,41.25,119.4
Juiz de Fora,Brazil,-21.7642,-43.3503
Guixi,China,28.2925,117.2454
City of Calamba,Philippines,14.22,121.17
São José dos Campos,Brazil,-23.1789,-45.8869
Akron,United States,41.0798,-81.5219
El Geneina,Sudan,13.45,22.44
Contagem,Brazil,-19.9319,-44.0539
Santa Cruz,Spain,28.4667,-16.25
Agadir,Morocco,30.4214,-9.5831
Orenburg,Russia,51.7833,55.1
Nilüfer,Turkey,40.2833,28.95
Leeds,United Kingdom,53.7975,-1.5436
Kassala,Sudan,15.45,36.4
Aksu,China,41.185,80.2904
Salta,Argentina,-24.7833,-65.4167
Dispur,India,26.1397,91.7925
Gulbarga,India,17.329,76.825
Nansana,Uganda,0.3639,32.5286
Kimhae,"Korea, South",35.2342,128.8811
Novokuznetsk,Russia,53.7667,87.1333
Beira,Mozambique,-19.8333,34.85
Balashikha,Russia,55.8167,37.9667
Yazd,Iran,31.8822,54.3397
Ardabīl,Iran,38.2517,48.2975
Touba,Senegal,14.8667,-15.8833
Bīkaner,India,28.0167,73.3119
Gaobeidian,China,39.327,115.874
Mixco,Guatemala,14.6331,-90.6064
Himeji,Japan,34.8167,134.6833
Bandar ‘Abbās,Iran,27.1961,56.2878
Nuremberg,Germany,49.4539,11.0775
Concord,United States,37.9722,-122.0016
Van,Turkey,38.4942,43.38
Port Said,Egypt,31.2625,32.3061
Kōtō-ku,Japan,35.6667,139.8167
Ciudad Apodaca,Mexico,25.7817,-100.1886
Kitchener,Canada,43.4186,-80.4728
Agartala,India,23.8314,91.2869
Soacha,Colombia,4.5872,-74.2214
Buca,Turkey,38.35,27.1667
Maipú,Chile,-33.5167,-70.7667
Arāk,Iran,34.0914,49.6933
Lyon,France,45.76,4.84
Tultitlán de Mariano Escobedo,Mexico,19.645,-99.1694
